stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain
74,74,Clasica de Almeria,2022-02-13,2022-02-13,One day race,,One day race,1.Pro,es,https://www.procyclingstats.com/race/clasica-de-almeria/2022,https://www.procyclingstats.com/race/clasica-de-almeria/2022,ME - Men Elite,1.PRO,88,30,2,"Hills, flat finish",El Ejido,Roquetas de Mar,13:00,42.993,188200.0,1751.0,,,,,,,,,,,,,,
75,75,Danilith Nokere Koerse,2022-03-16,2022-03-16,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/nokere-koers/2022,https://www.procyclingstats.com/race/nokere-koers/2022,ME - Men Elite,1.PRO,89,14,3,"Hills, uphill finish",Deinze,Nokere,12:40,43.789,189800.0,1127.0,,,,,,,,,,,,,,
76,76,De Brabantse Pijl - La Fleche Brabanconne,2022-04-13,2022-04-13,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/brabantse-pijl/2022,https://www.procyclingstats.com/race/brabantse-pijl/2022,ME - Men Elite,1.PRO,34,71,3,"Hills, uphill finish",Leuven,Overijse,12:37,41.95,205100.0,2034.0,,,,,,,,,,,,,,
77,77,Drome Classic,2022-02-27,2022-02-27,One day race,,One day race,1.Pro,fr,https://www.procyclingstats.com/race/la-drome-classic/2022,https://www.procyclingstats.com/race/la-drome-classic/2022,ME - Men Elite,1.PRO,40,127,3,"Hills, uphill finish",Etoile-sur-Rhone,Etoile-sur-Rhone,11:11,41.468,191500.0,2371.0,,,,,,,,,,,,,,
78,78,Faun-Ardeche Classic,2022-02-26,2022-02-26,One day race,,One day race,1.Pro,fr,https://www.procyclingstats.com/race/faun-ardeche-classic/2022,https://www.procyclingstats.com/race/faun-ardeche-classic/2022,ME - Men Elite,1.PRO,42,216,2,"Hills, flat finish",Guilherand-Granges,Guilherand-Granges,11:29,37.944,168500.0,3161.0,,,,,,,,,,,,,,
79,79,Gran Premio Miguel Indurain,2022-04-02,2022-04-02,One day race,,One day race,1.Pro,es,https://www.procyclingstats.com/race/gp-miguel-indurain/2022,https://www.procyclingstats.com/race/gp-miguel-indurain/2022,ME - Men Elite,1.PRO,54,114,2,"Hills, flat finish",Estella-Lizarra,Estella-Lizarra,12:25,38.279,190000.0,2878.0,,,,,,,,,,,,,,
80,80,Grand Prix de Denain - Porte du Hainaut,2022-03-17,2022-03-17,One day race,,One day race,1.Pro,fr,https://www.procyclingstats.com/race/gp-de-denain/2022,https://www.procyclingstats.com/race/gp-de-denain/2022,ME - Men Elite,1.PRO,84,8,1,Flat,Denain,Denain,11:08,42.557,200300.0,1208.0,,,,,,,,,,,,,,
81,81,Kuurne - Bruxelles - Kuurne,2022-02-27,2022-02-27,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/kuurne-brussel-kuurne/2022,https://www.procyclingstats.com/race/kuurne-brussel-kuurne/2022,ME - Men Elite,1.PRO,24,45,2,"Hills, flat finish",Kuurne,Kuurne,12:15,43.003,195100.0,1829.0,,,,,,,,,,,,,,
82,82,Milano - Torino,2022-03-16,2022-03-16,One day race,,One day race,1.Pro,it,https://www.procyclingstats.com/race/milano-torino/2022,https://www.procyclingstats.com/race/milano-torino/2022,ME - Men Elite,1.PRO,49,21,2,"Hills, flat finish",Magenta,Rivoli,11:45,44.0,199000.0,1166.0,,,,,,,,,,,,,,
83,83,Scheldeprijs,2022-04-06,2022-04-06,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/scheldeprijs/2022,https://www.procyclingstats.com/race/scheldeprijs/2022,ME - Men Elite,1.PRO,63,1,1,Flat,Terneuzen,Schoten,12:59,48.457,198700.0,385.0,,,,,,,,,,,,,,
84,84,Trofeo Laigueglia,2022-03-02,2022-03-02,One day race,,One day race,1.Pro,it,https://www.procyclingstats.com/race/trofeo-laigueglia/2022,https://www.procyclingstats.com/race/trofeo-laigueglia/2022,ME - Men Elite,1.PRO,66,151,2,"Hills, flat finish",Laigueglia,Laigueglia,11:00,40.077,202000.0,2973.0,,,,,,,,,,,,,,
85,85,Danilith Nokere Koerse WE,2022-03-16,2022-03-16,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-dames/2022,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-dames/2022,WE - Women Elite,F-1.PRO,33,12,3,"Hills, uphill finish",Deinze,Nokere,10:18,38.782,125900.0,801.0,,,,,,,,,,,,,,
86,86,Dwars door Vlaanderen - A travers la Flandre WE,2022-03-30,2022-03-30,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/dwars-door-vlaanderen-we/2022,https://www.procyclingstats.com/race/dwars-door-vlaanderen-we/2022,WE - Women Elite,F-1.PRO,19,40,2,"Hills, flat finish",Waregem,Waregem,12:04,38.571,120000.0,1149.0,,,,,,,,,,,,,,
87,87,Omloop Het Nieuwsblad WE,2022-02-26,2022-02-26,One day race,,One day race,1.Pro,be,https://www.procyclingstats.com/race/omloop-het-nieuwsblad-we/2022,https://www.procyclingstats.com/race/omloop-het-nieuwsblad-we/2022,WE - Women Elite,F-1.PRO,12,43,2,"Hills, flat finish",Ghent,Ninove,13:40,37.416,128400.0,1028.0,,,,,,,,,,,,,,
88,88,Amstel Gold Race,2022-04-10,2022-04-10,One day race,,One day race,1.UWT,nl,https://www.procyclingstats.com/race/amstel-gold-race/2022,https://www.procyclingstats.com/race/amstel-gold-race/2022,ME - Men Elite,1.WT.B,21,112,2,"Hills, flat finish",Maastricht,Valkenburg,10:26,42.196,254100.0,3460.0,,,,,,,,,,,,,,
89,89,Dwars door Vlaanderen - A travers la Flandre ME,2022-03-30,2022-03-30,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/dwars-door-vlaanderen/2022,https://www.procyclingstats.com/race/dwars-door-vlaanderen/2022,ME - Men Elite,1.WT.B,27,50,2,"Hills, flat finish",Roeselare,Waregem,12:55,44.869,183700.0,1649.0,,,,,,,,,,,,,,
90,90,Gent-Wevelgem In Flanders Fields ME,2022-03-27,2022-03-27,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/gent-wevelgem/2022,https://www.procyclingstats.com/race/gent-wevelgem/2022,ME - Men Elite,1.WT.B,17,35,2,"Hills, flat finish",Ypres,Wevelgem,11:10,44.172,248800.0,1377.0,,,,,,,,,,,,,,
91,91,La Fleche Wallonne,2022-04-20,2022-04-20,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/la-fleche-wallone/2022,https://www.procyclingstats.com/race/la-fleche-wallone/2022,ME - Men Elite,1.WT.B,9,173,3,"Hills, uphill finish",Blegny,Mur de Huy,11:30,,202100.0,3160.0,,,,,,,,,,,,,,
92,92,Milano-Sanremo,2022-03-19,2022-03-19,One day race,,One day race,1.UWT,it,https://www.procyclingstats.com/race/milano-sanremo/2022,https://www.procyclingstats.com/race/milano-sanremo/2022,ME - Men Elite,1.WT.A,13,63,2,"Hills, flat finish",Milano,Sanremo,10:10,45.331,293000.0,2096.0,,,,,,,,,,,,,,
93,93,Minerva Classic Brugge-De Panne,2022-03-23,2022-03-23,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/oxyclean-classic-brugge-de-panne/2022,https://www.procyclingstats.com/race/oxyclean-classic-brugge-de-panne/2022,ME - Men Elite,1.WT.B,40,0,1,Flat,Brugge,De Panne,12:15,43.664,207900.0,246.0,,,,,,,,,,,,,,
94,94,Omloop Het Nieuwsblad ME,2022-02-26,2022-02-26,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/omloop-het-nieuwsblad/2022,https://www.procyclingstats.com/race/omloop-het-nieuwsblad/2022,ME - Men Elite,1.WT.B,22,49,2,"Hills, flat finish",Ghent,Ninove,11:15,42.137,204200.0,1666.0,,,,,,,,,,,,,,
95,95,Paris-Roubaix,2022-04-17,2022-04-17,One day race,,One day race,1.UWT,fr,https://www.procyclingstats.com/race/paris-roubaix/2022,https://www.procyclingstats.com/race/paris-roubaix/2022,ME - Men Elite,1.WT.A,18,5,1,Flat,Compiegne,Roubaix,11:15,45.792,257200.0,1362.0,,,,,,,,,,,,,,
96,96,Ronde van Vlaanderen - Tour des Flandres ME,2022-04-03,2022-04-03,One day race,,One day race,1.UWT,be,https://www.procyclingstats.com/race/ronde-van-vlaanderen/2022,https://www.procyclingstats.com/race/ronde-van-vlaanderen/2022,ME - Men Elite,1.WT.A,16,79,2,"Hills, flat finish",Antwerp,Oudenaarde,10:18,43.197,272500.0,2289.0,,,,,,,,,,,,,,
97,97,Strade Bianche,2022-03-05,2022-03-05,One day race,,One day race,1.UWT,it,https://www.procyclingstats.com/race/strade-bianche/2022,https://www.procyclingstats.com/race/strade-bianche/2022,ME - Men Elite,1.WT.B,28,167,3,"Hills, uphill finish",Siena,Siena,11:45,38.358,184000.0,3107.0,,,,,,,,,,,,,,
98,98,Amstel Gold Race Ladies Edition,2022-04-10,2022-04-10,One day race,,One day race,1.WWT,nl,https://www.procyclingstats.com/race/amstel-gold-race-we/2022,https://www.procyclingstats.com/race/amstel-gold-race-we/2022,WE - Women Elite,F-WWT,9,86,2,"Hills, flat finish",Maastricht,Valkenburg,10:40,39.002,128500.0,1593.0,,,,,,,,,,,,,,
99,99,Exterioo Classic Brugge-De Panne,2022-03-24,2022-03-24,One day race,,One day race,1.WWT,be,https://www.procyclingstats.com/race/exterioo-classic-brugge-de-panne-we/2022,https://www.procyclingstats.com/race/exterioo-classic-brugge-de-panne-we/2022,WE - Women Elite,F-WWT,25,0,1,Flat,Brugge,De Panne,13:05,42.07,162800.0,195.0,,,,,,,,,,,,,,
100,100,Gent-Wevelgem In Flanders Fields WE,2022-03-27,2022-03-27,One day race,,One day race,1.WWT,be,https://www.procyclingstats.com/race/gent-wevelgem-women-elite/2022,https://www.procyclingstats.com/race/gent-wevelgem-women-elite/2022,WE - Women Elite,F-WWT,5,31,2,"Hills, flat finish",Ypres,Wevelgem,14:00,39.39,159000.0,813.0,,,,,,,,,,,,,,
101,101,La Fleche Wallonne Feminine,2022-04-20,2022-04-20,One day race,,One day race,1.WWT,be,https://www.procyclingstats.com/race/la-fleche-wallonne-feminine/2022,https://www.procyclingstats.com/race/la-fleche-wallonne-feminine/2022,WE - Women Elite,F-WWT,14,155,3,"Hills, uphill finish",Huy,Mur de Huy,08:42,36.612,133400.0,2099.0,,,,,,,,,,,,,,
102,102,Miron Ronde van Drenthe,2022-03-12,2022-03-12,One day race,,One day race,1.WWT,nl,https://www.procyclingstats.com/race/womens-worldtour-ronde-van-drenthe/2022,https://www.procyclingstats.com/race/womens-worldtour-ronde-van-drenthe/2022,WE - Women Elite,F-WWT,24,11,2,"Hills, flat finish",Assen,Hoogeveen,12:28,38.412,155900.0,499.0,,,,,,,,,,,,,,
103,103,Paris-Roubaix Femmes,2022-04-16,2022-04-16,One day race,,One day race,1.WWT,fr,https://www.procyclingstats.com/race/paris-roubaix-we/2022,https://www.procyclingstats.com/race/paris-roubaix-we/2022,WE - Women Elite,F-WWT,11,1,1,Flat,Denain,Roubaix,12:35,39.193,124700.0,345.0,,,,,,,,,,,,,,
104,104,Ronde van Vlaanderen - Tour des Flandres WE,2022-04-03,2022-04-03,One day race,,One day race,1.WWT,be,https://www.procyclingstats.com/race/ronde-van-vlaanderen-we/2022,https://www.procyclingstats.com/race/ronde-van-vlaanderen-we/2022,WE - Women Elite,F-WWT,3,54,2,"Hills, flat finish",Oudenaarde,Oudenaarde,13:35,37.86,158600.0,1454.0,,,,,,,,,,,,,,
105,105,Strade Bianche Donne,2022-03-05,2022-03-05,One day race,,One day race,1.WWT,it,https://www.procyclingstats.com/race/strade-bianche-donne/2022,https://www.procyclingstats.com/race/strade-bianche-donne/2022,WE - Women Elite,F-WWT,11,111,3,"Hills, uphill finish",Siena,Siena,09:15,34.109,136000.0,1944.0,,,,,,,,,,,,,,
106,106,Trofeo Alfredo Binda - Comune di Cittiglio,2022-03-20,2022-03-20,One day race,,One day race,1.WWT,it,https://www.procyclingstats.com/race/trofeo-alfredo-binda/2022,https://www.procyclingstats.com/race/trofeo-alfredo-binda/2022,WE - Women Elite,F-WWT,15,78,2,"Hills, flat finish",Cocquio Trevisago,Cittiglio,12:11,35.86,129400.0,2045.0,,,,,,,,,,,,,,
107,107,Belgrade Banjaluka,2022-04-13,2022-04-13,Stage 1 (TTT),1,Team Time Trial,2.1,ba,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022/stage-1,ME - Men Elite,2.1.TTT,202,0,1,Flat,Belgrade,Belgrade,18:00,49.66,4000.0,78.0,,,,,,,,,,,,,,
108,107,Belgrade Banjaluka,2022-04-13,2022-04-14,Stage 2,2,Stage,2.1,ba,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022/stage-2,ME - Men Elite,2.1.Stage,202,1,1,Flat,Obrenovac,Bijeljina,12:05,51.78,122000.0,300.0,,,,,,,,,,,,,,
109,107,Belgrade Banjaluka,2022-04-13,2022-04-15,Stage 3,3,Stage,2.1,ba,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022/stage-3,ME - Men Elite,2.1.Stage,202,77,3,"Hills, uphill finish",Bijeljina,Vlasenica,11:05,43.583,123000.0,1501.0,,,,,,,,,,,,,,
110,107,Belgrade Banjaluka,2022-04-13,2022-04-16,Stage 4,4,Stage,2.1,ba,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022/stage-4,ME - Men Elite,2.1.Stage,202,8,1,Flat,Doboj,Prijedor,12:07,45.065,165500.0,849.0,,,,,,,,,,,,,,
111,107,Belgrade Banjaluka,2022-04-13,2022-04-17,Stage 5,5,Stage,2.1,ba,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2022/stage-5,ME - Men Elite,2.1.Stage,202,2,1,Flat,Derventa,Banja Luka,12:10,48.407,154500.0,483.0,,,,,,,,,,,,,,
112,108,Circuit Cycliste Sarthe - Pays de la Loire,2022-04-05,2022-04-05,Stage 1,1,Stage,2.1,fr,https://www.procyclingstats.com/race/circuit-sarthe/2022,https://www.procyclingstats.com/race/circuit-sarthe/2022/stage-1,ME - Men Elite,2.1.Stage,86,67,2,"Hills, flat finish",Mamers,Mamers,11:35,42.409,192300.0,2651.0,,,,,,,,,,,,,,
113,108,Circuit Cycliste Sarthe - Pays de la Loire,2022-04-05,2022-04-06,Stage 2,2,Stage,2.1,fr,https://www.procyclingstats.com/race/circuit-sarthe/2022,https://www.procyclingstats.com/race/circuit-sarthe/2022/stage-2,ME - Men Elite,2.1.Stage,86,32,2,"Hills, flat finish",Le Lude,Le Lude,11:50,43.344,174700.0,1346.0,,,,,,,,,,,,,,
114,108,Circuit Cycliste Sarthe - Pays de la Loire,2022-04-05,2022-04-07,Stage 3,3,Stage,2.1,fr,https://www.procyclingstats.com/race/circuit-sarthe/2022,https://www.procyclingstats.com/race/circuit-sarthe/2022/stage-3,ME - Men Elite,2.1.Stage,86,5,1,Flat,Sable-sur-Sarthe,Sable-sur-Sarthe,11:40,43.334,176500.0,1077.0,,,,,,,,,,,,,,
115,108,Circuit Cycliste Sarthe - Pays de la Loire,2022-04-05,2022-04-08,Stage 4,4,Stage,2.1,fr,https://www.procyclingstats.com/race/circuit-sarthe/2022,https://www.procyclingstats.com/race/circuit-sarthe/2022/stage-4,ME - Men Elite,2.1.Stage,86,27,3,"Hills, uphill finish",La Chapelle-Saint-Aubin,La Chapelle-Saint-Aubin,11:10,42.721,136400.0,1876.0,,,,,,,,,,,,,,
116,109,Etoile de Besseges - Tour du Gard,2022-02-02,2022-02-02,Stage 1,1,Stage,2.1,fr,https://www.procyclingstats.com/race/etoile-de-besseges/2022,https://www.procyclingstats.com/race/etoile-de-besseges/2022/stage-1,ME - Men Elite,2.1.Stage,56,18,1,Flat,Bellegarde,Bellegarde,12:45,45.36,160860.0,538.0,,,,,,,,,,,,,,
117,109,Etoile de Besseges - Tour du Gard,2022-02-02,2022-02-03,Stage 2,2,Stage,2.1,fr,https://www.procyclingstats.com/race/etoile-de-besseges/2022,https://www.procyclingstats.com/race/etoile-de-besseges/2022/stage-2,ME - Men Elite,2.1.Stage,56,67,3,"Hills, uphill finish",Saint-Christol-lez-Ales,Rousson,12:50,42.26,156210.0,1702.0,,,,,,,,,,,,,,
118,109,Etoile de Besseges - Tour du Gard,2022-02-02,2022-02-04,Stage 3,3,Stage,2.1,fr,https://www.procyclingstats.com/race/etoile-de-besseges/2022,https://www.procyclingstats.com/race/etoile-de-besseges/2022/stage-3,ME - Men Elite,2.1.Stage,56,76,2,"Hills, flat finish",Besseges,Besseges,12:55,42.74,155650.0,2051.0,,,,,,,,,,,,,,
119,109,Etoile de Besseges - Tour du Gard,2022-02-02,2022-02-05,Stage 4,4,Stage,2.1,fr,https://www.procyclingstats.com/race/etoile-de-besseges/2022,https://www.procyclingstats.com/race/etoile-de-besseges/2022/stage-4,ME - Men Elite,2.1.Stage,56,108,2,"Hills, flat finish",Saint-Hilaire-de-Brethmas,Le Mont Bouquet,13:05,41.84,146710.0,1817.0,,,,,,,,,,,,,,
120,109,Etoile de Besseges - Tour du Gard,2022-02-02,2022-02-06,Stage 5 (ITT),5,Individual Time Trial,2.1,fr,https://www.procyclingstats.com/race/etoile-de-besseges/2022,https://www.procyclingstats.com/race/etoile-de-besseges/2022/stage-5,ME - Men Elite,2.1.Stage,56,20,3,"Hills, uphill finish",Ales,Ales l'Ermitage,13:15,41.1,10640.0,171.0,,,,,,,,,,,,,,
121,110,Giro di Sicilia - Tour of Sicily,2022-04-12,2022-04-12,Stage 1,1,Stage,2.1,it,https://www.procyclingstats.com/race/giro-di-sicilia/2022,https://www.procyclingstats.com/race/giro-di-sicilia/2022/stage-1,ME - Men Elite,2.1.Stage,151,38,1,Flat,Milazzo,Bagheria,10:35,45.642,199000.0,1629.0,,,,,,,,,,,,,,
122,110,Giro di Sicilia - Tour of Sicily,2022-04-12,2022-04-13,Stage 2,2,Stage,2.1,it,https://www.procyclingstats.com/race/giro-di-sicilia/2022,https://www.procyclingstats.com/race/giro-di-sicilia/2022/stage-2,ME - Men Elite,2.1.Stage,151,117,3,"Hills, uphill finish",Palma di Montechiaro,Caltanissetta,11:40,40.479,152000.0,2433.0,,,,,,,,,,,,,,
123,110,Giro di Sicilia - Tour of Sicily,2022-04-12,2022-04-14,Stage 3,3,Stage,2.1,it,https://www.procyclingstats.com/race/giro-di-sicilia/2022,https://www.procyclingstats.com/race/giro-di-sicilia/2022/stage-3,ME - Men Elite,2.1.Stage,151,125,2,"Hills, flat finish",Realmonte,Piazza Armerina,11:10,34.884,171000.0,2813.0,,,,,,,,,,,,,,
124,110,Giro di Sicilia - Tour of Sicily,2022-04-12,2022-04-15,Stage 4,4,Stage,2.1,it,https://www.procyclingstats.com/race/giro-di-sicilia/2022,https://www.procyclingstats.com/race/giro-di-sicilia/2022/stage-4,ME - Men Elite,2.1.Stage,151,313,5,"Mountains, uphill finish",Ragalna,Etna,11:30,34.742,140000.0,3562.0,,,,,,,,,,,,,,
125,111,Gran Camino,2022-02-24,2022-02-24,Stage 1,1,Stage,2.1,es,https://www.procyclingstats.com/race/gran-camino/2022,https://www.procyclingstats.com/race/gran-camino/2022/stage-1,ME - Men Elite,2.1.Stage,96,60,2,"Hills, flat finish",O Porrino,Vigo,11:15,41.775,165000.0,1993.0,,,,,,,,,,,,,,
126,111,Gran Camino,2022-02-24,2022-02-25,Stage 2,2,Stage,2.1,es,https://www.procyclingstats.com/race/gran-camino/2022,https://www.procyclingstats.com/race/gran-camino/2022/stage-2,ME - Men Elite,2.1.Stage,96,146,3,"Hills, uphill finish",Bertamirans,Mirador do Ezaro,10:30,38.627,177600.0,3006.0,,,,,,,,,,,,,,
127,111,Gran Camino,2022-02-24,2022-02-26,Stage 3,3,Stage,2.1,es,https://www.procyclingstats.com/race/gran-camino/2022,https://www.procyclingstats.com/race/gran-camino/2022/stage-3,ME - Men Elite,2.1.Stage,96,251,2,"Hills, flat finish",Maceda,Luintra,13:40,39.982,148400.0,2669.0,,,,,,,,,,,,,,
128,111,Gran Camino,2022-02-24,2022-02-27,Stage 4 (ITT),4,Individual Time Trial,2.1,es,https://www.procyclingstats.com/race/gran-camino/2022,https://www.procyclingstats.com/race/gran-camino/2022/stage-4,ME - Men Elite,2.1.Stage,96,20,1,Flat,Sarria,Sarria,12:12,46.661,15800.0,208.0,,,,,,,,,,,,,,
129,112,Saudi Tour,2022-02-01,2022-02-01,Stage 1,1,Stage,2.1,sa,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022/stage-1,ME - Men Elite,2.1.Stage,100,9,1,Flat,Winter Park,Winter Park,11:05  (09:05 CET),42.148,198000.0,1117.0,,,,,,,,,,,,,,
130,112,Saudi Tour,2022-02-01,2022-02-02,Stage 2,2,Stage,2.1,sa,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022/stage-2,ME - Men Elite,2.1.Stage,100,42,3,"Hills, uphill finish",Taibah University,Abu Rakah,11:40  (09:40 CET),43.931,163900.0,1669.0,,,,,,,,,,,,,,
131,112,Saudi Tour,2022-02-01,2022-02-03,Stage 3,3,Stage,2.1,sa,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022/stage-3,ME - Men Elite,2.1.Stage,100,3,1,Flat,Tayma Hadaj Well,AlUla Old Town,12:20  (10:20 CET),34.917,181200.0,854.0,,,,,,,,,,,,,,
132,112,Saudi Tour,2022-02-01,2022-02-04,Stage 4,4,Stage,2.1,sa,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022/stage-4,ME - Men Elite,2.1.Stage,100,84,2,"Hills, flat finish",Winter Park,Skyviews of Harrat Uwayrid,11:00  (09:00 CET),42.126,149300.0,1300.0,,,,,,,,,,,,,,
133,112,Saudi Tour,2022-02-01,2022-02-05,Stage 5,5,Stage,2.1,sa,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022,https://www.procyclingstats.com/race/tour-de-saudi-arabia/2022/stage-5,ME - Men Elite,2.1.Stage,100,5,1,Flat,AlUla Old Town,AlUla Old Town,13:00  (11:00 CET),47.307,138900.0,753.0,,,,,,,,,,,,,,
134,113,Settimana Internazionale Coppi e Bartali,2022-03-22,2022-03-22,Stage 1,1,Stage,2.1,it,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2022,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2022/stage-1,ME - Men Elite,2.1.Stage,83,155,2,"Hills, flat finish",Riccione,Riccione,12:00,39.041,164600.0,2969.0,,,,,,,,,,,,,,
135,113,Settimana Internazionale Coppi e Bartali,2022-03-22,2022-03-23,Stage 2,2,Stage,2.1,it,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2022,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2022/stage-2,ME - Men Elite,2.1.Stage,83,162,2,"Hills, flat finish",Riccione,Longiano,12:10,39.537,165900.0,2686.0,,,,,,,,,,,,,,
