stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain,race_oldest_pcs_link
794,512,National Championships Bulgaria WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,bg,https://www.procyclingstats.com/race/national-championships-bulgaria-we-road-rac/2021,https://www.procyclingstats.com/race/national-championships-bulgaria-we-road-rac/2021,WE - Women Elite,F-NC,149,,0,,Nikola Kozlevo,Nikola Kozlevo,,32.67,69000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-bulgaria-we-road-rac/2020
795,513,National Championships Burkina Faso WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,bf,https://www.procyclingstats.com/race/national-championships-burkina-faso-we-road-race/2021,https://www.procyclingstats.com/race/national-championships-burkina-faso-we-road-race/2021,WE - Women Elite,F-NC,170,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-burkina-faso-we-road-race/2017
796,514,National Championships Canada WE - ITT,2021-09-10,2021-09-10,Time trial,,Time trial,NC,ca,https://www.procyclingstats.com/race/nc-canada-we-itt/2021,https://www.procyclingstats.com/race/nc-canada-we-itt/2021,WE - Women Elite,F-NC.TT,115,,0,,Saint-Prosper,Saint-Prosper,,42.04,28000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-canada-we-itt/1995
797,515,National Championships Canada WE - Road Race,2021-09-12,2021-09-12,One day race,,One day race,NC,ca,https://www.procyclingstats.com/race/nc-canada-we/2021,https://www.procyclingstats.com/race/nc-canada-we/2021,WE - Women Elite,F-NC,112,,0,,Saint-Prosper,Saint-Prosper,,35.68,114600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-canada-we/1974
798,516,National Championships Chile WE - Road Race,2021-07-25,2021-07-25,One day race,,One day race,NC,cl,https://www.procyclingstats.com/race/nc-chile-we/2021,https://www.procyclingstats.com/race/nc-chile-we/2021,WE - Women Elite,F-NC,152,,0,,Puerto Montt,Puerto Montt,,,60000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-chile-we/2015
799,517,National Championships Costa Rica WE - ITT,2021-10-16,2021-10-16,Time trial,,Time trial,NC,cr,https://www.procyclingstats.com/race/nc-costa-rica-we-itt/2021,https://www.procyclingstats.com/race/nc-costa-rica-we-itt/2021,WE - Women Elite,F-NC.TT,199,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-costa-rica-we-itt/2007
800,518,National Championships Costa Rica WE - Road Race,2021-10-17,2021-10-17,One day race,,One day race,NC,cr,https://www.procyclingstats.com/race/nc-costa-rica-we/2021,https://www.procyclingstats.com/race/nc-costa-rica-we/2021,WE - Women Elite,F-NC,131,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-costa-rica-we/2001
801,519,National Championships Croatia WE - ITT,2021-06-18,2021-06-18,Time trial,,Time trial,NC,hr,https://www.procyclingstats.com/race/nc-croatia-we-itt/2021,https://www.procyclingstats.com/race/nc-croatia-we-itt/2021,WE - Women Elite,F-NC.TT,167,,0,,,,,40.672,16800.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-croatia-we-itt/2007
802,520,National Championships Croatia WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,hr,https://www.procyclingstats.com/race/nc-croatia-we/2021,https://www.procyclingstats.com/race/nc-croatia-we/2021,WE - Women Elite,F-NC,160,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-croatia-we/2007
803,521,National Championships Curacao WE - ITT,2021-06-26,2021-06-26,Time trial,,Time trial,NC,cw,https://www.procyclingstats.com/race/national-championships-curacao-we-itt/2021,https://www.procyclingstats.com/race/national-championships-curacao-we-itt/2021,WE - Women Elite,F-NC.TT,259,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-curacao-we-itt/2019
804,522,National Championships Curacao WE - Road Race,2021-06-27,2021-06-27,One day race,,One day race,NC,cw,https://www.procyclingstats.com/race/national-championships-curacao-we-road-race/2021,https://www.procyclingstats.com/race/national-championships-curacao-we-road-race/2021,WE - Women Elite,F-NC,176,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-curacao-we-road-race/2019
805,523,National Championships Cyprus WE - ITT,2021-10-13,2021-10-13,Time trial,,Time trial,NC,cy,https://www.procyclingstats.com/race/nc-cyprus-we-itt/2021,https://www.procyclingstats.com/race/nc-cyprus-we-itt/2021,WE - Women Elite,F-NC.TT,222,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-cyprus-we-itt/2015
806,524,National Championships Cyprus WE - Road Race,2021-10-17,2021-10-17,One day race,,One day race,NC,cy,https://www.procyclingstats.com/race/nc-cyprus-we/2021,https://www.procyclingstats.com/race/nc-cyprus-we/2021,WE - Women Elite,F-NC,228,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-cyprus-we/2015
807,525,National Championships Czech Republic WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,cz,https://www.procyclingstats.com/race/nc-czech-republic-we-itt/2021,https://www.procyclingstats.com/race/nc-czech-republic-we-itt/2021,WE - Women Elite,F-NC.TT,104,,0,,Podluzany,Podluzany,,43.79,20300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-czech-republic-we-itt/2000
808,526,National Championships Czech Republic WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,cz,https://www.procyclingstats.com/race/nc-czech-republic-we/2021,https://www.procyclingstats.com/race/nc-czech-republic-we/2021,WE - Women Elite,F-NC,102,,0,,Banovce nad Bebravou,Banovce nad Bebravou,,39.87,97500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-czech-republic-we/1999
809,527,National Championships Denmark WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,dk,https://www.procyclingstats.com/race/nc-denmark-we-itt/2021,https://www.procyclingstats.com/race/nc-denmark-we-itt/2021,WE - Women Elite,F-NC.TT,63,,0,,Give,Give,,44.96,29300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-denmark-we-itt/1996
810,528,National Championships Denmark WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,dk,https://www.procyclingstats.com/race/nc-denmark-we/2021,https://www.procyclingstats.com/race/nc-denmark-we/2021,WE - Women Elite,F-NC,63,,0,,Give,Give,,35.481,132500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-denmark-we/1994
811,529,National Championships El Salvador WE - ITT,2021-06-13,2021-06-13,Time trial,,Time trial,NC,sv,https://www.procyclingstats.com/race/nc-el-salvador-we-itt/2021,https://www.procyclingstats.com/race/nc-el-salvador-we-itt/2021,WE - Women Elite,F-NC.TT,129,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-el-salvador-we-itt/2012
812,530,National Championships El Salvador WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,sv,https://www.procyclingstats.com/race/nc-el-salvador-we/2021,https://www.procyclingstats.com/race/nc-el-salvador-we/2021,WE - Women Elite,F-NC,142,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-el-salvador-we/2012
813,531,National Championships Eritrea WE - ITT,2021-06-25,2021-06-25,Time trial,,Time trial,NC,er,https://www.procyclingstats.com/race/nc-eritrea-we-itt/2021,https://www.procyclingstats.com/race/nc-eritrea-we-itt/2021,WE - Women Elite,F-NC.TT,254,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-eritrea-we-itt/2013
814,532,National Championships Eritrea WE - Road Race,2021-06-26,2021-06-26,One day race,,One day race,NC,er,https://www.procyclingstats.com/race/nc-eritrea-we/2021,https://www.procyclingstats.com/race/nc-eritrea-we/2021,WE - Women Elite,F-NC,259,,0,,Saladaro,Mendefera,,29.628,85000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-eritrea-we/2013
815,533,National Championships Estonia WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,ee,https://www.procyclingstats.com/race/nc-estonia-we-itt/2021,https://www.procyclingstats.com/race/nc-estonia-we-itt/2021,WE - Women Elite,F-NC.TT,147,,0,,,,,38.849,21000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-estonia-we-itt/1999
816,534,National Championships Estonia WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,ee,https://www.procyclingstats.com/race/nc-estonia-we/2021,https://www.procyclingstats.com/race/nc-estonia-we/2021,WE - Women Elite,F-NC,149,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-estonia-we/1971
817,535,National Championships Ethiopia WE - ITT,2021-06-15,2021-06-15,Time trial,,Time trial,NC,et,https://www.procyclingstats.com/race/nc-ethiopia-we-itt/2021,https://www.procyclingstats.com/race/nc-ethiopia-we-itt/2021,WE - Women Elite,F-NC.TT,154,,0,,,,,40.586,20000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-ethiopia-we-itt/2015
818,536,National Championships Finland WE - ITT,2021-06-18,2021-06-18,Time trial,,Time trial,NC,fi,https://www.procyclingstats.com/race/nc-finland-we-itt/2021,https://www.procyclingstats.com/race/nc-finland-we-itt/2021,WE - Women Elite,F-NC.TT,141,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-finland-we-itt/1997
819,537,National Championships Finland WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,fi,https://www.procyclingstats.com/race/nc-finland-we/2021,https://www.procyclingstats.com/race/nc-finland-we/2021,WE - Women Elite,F-NC,125,,0,,,,,38.2,100000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-finland-we/1997
820,538,National Championships France WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,fr,https://www.procyclingstats.com/race/nc-france-we-itt/2021,https://www.procyclingstats.com/race/nc-france-we-itt/2021,WE - Women Elite,F-NC.TT,60,,0,,Thaon-les-Vosges,Epinal,,41.327,26300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-france-we-itt/1995
821,539,National Championships France WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,fr,https://www.procyclingstats.com/race/nc-france-we/2021,https://www.procyclingstats.com/race/nc-france-we/2021,WE - Women Elite,F-NC,52,,0,,Epinal,Epinal,,33.921,112400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-france-we/1951
822,540,National Championships Germany WE - ITT,2021-06-19,2021-06-19,Time trial,,Time trial,NC,de,https://www.procyclingstats.com/race/nc-germany-we-itt/2021,https://www.procyclingstats.com/race/nc-germany-we-itt/2021,WE - Women Elite,F-NC.TT,57,,0,,Oschelbronn,Oschelbronn,,45.13,30500.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-germany-we-itt/1995
823,541,National Championships Germany WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,de,https://www.procyclingstats.com/race/nc-germany-we/2021,https://www.procyclingstats.com/race/nc-germany-we/2021,WE - Women Elite,F-NC,50,,0,,Filderstadt,Filderstadt,,33.6,99400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-germany-we/1968
824,542,National Championships Great Britain WE - ITT,2021-10-14,2021-10-14,Time trial,,Time trial,NC,gb,https://www.procyclingstats.com/race/nc-great-britain-we-itt/2021,https://www.procyclingstats.com/race/nc-great-britain-we-itt/2021,WE - Women Elite,F-NC.TT,91,,0,,Lincoln,Lincoln,,40.96,29400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-great-britain-we-itt/1977
825,543,National Championships Great Britain WE - Road Race,2021-10-17,2021-10-17,One day race,,One day race,NC,gb,https://www.procyclingstats.com/race/nc-great-britain-we/2021,https://www.procyclingstats.com/race/nc-great-britain-we/2021,WE - Women Elite,F-NC,81,,0,,Lincoln,Lincoln,,38.18,101000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-great-britain-we/1958
826,544,National Championships Greece WE - ITT,2021-06-18,2021-06-18,Time trial,,Time trial,NC,gr,https://www.procyclingstats.com/race/nc-greece-we-itt/2021,https://www.procyclingstats.com/race/nc-greece-we-itt/2021,WE - Women Elite,F-NC.TT,140,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-greece-we-itt/1996
827,545,National Championships Greece WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,gr,https://www.procyclingstats.com/race/nc-greece-we/2021,https://www.procyclingstats.com/race/nc-greece-we/2021,WE - Women Elite,F-NC,127,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-greece-we/1985
828,546,National Championships Grenada WE - ITT,2021-06-19,2021-06-19,Time trial,,Time trial,NC,gd,https://www.procyclingstats.com/race/national-championships-grenada-we-itt/2021,https://www.procyclingstats.com/race/national-championships-grenada-we-itt/2021,WE - Women Elite,F-NC.TT,246,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-grenada-we-itt/2021
829,547,National Championships Grenada WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,gd,https://www.procyclingstats.com/race/nc-grenada-we-road-race/2021,https://www.procyclingstats.com/race/nc-grenada-we-road-race/2021,WE - Women Elite,F-NC,162,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-grenada-we-road-race/2021
830,548,National Championships Guatemala WE - ITT,2021-06-13,2021-06-13,Time trial,,Time trial,NC,gt,https://www.procyclingstats.com/race/nc-guatemala-we-itt/2021,https://www.procyclingstats.com/race/nc-guatemala-we-itt/2021,WE - Women Elite,,153,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-guatemala-we-itt/2013
831,549,National Championships Guatemala WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,gt,https://www.procyclingstats.com/race/nc-guatemala-we/2021,https://www.procyclingstats.com/race/nc-guatemala-we/2021,WE - Women Elite,F-NC,127,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-guatemala-we/2014
832,550,National Championships Hungary WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we-itt/2021,https://www.procyclingstats.com/race/nc-hungary-we-itt/2021,WE - Women Elite,F-NC.TT,116,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we-itt/2010
833,551,National Championships Hungary WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,hu,https://www.procyclingstats.com/race/nc-hungary-we/2021,https://www.procyclingstats.com/race/nc-hungary-we/2021,WE - Women Elite,F-NC,119,,0,,Ibrany,Ibrany,,36.59,103600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-hungary-we/2012
834,552,National Championships Iceland WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,is,https://www.procyclingstats.com/race/national-championships-iceland-we-itt/2021,https://www.procyclingstats.com/race/national-championships-iceland-we-itt/2021,WE - Women Elite,F-NC.TT,126,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-iceland-we-itt/2017
835,553,National Championships Iceland WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,is,https://www.procyclingstats.com/race/national-championships-iceland-we-road-race/2021,https://www.procyclingstats.com/race/national-championships-iceland-we-road-race/2021,WE - Women Elite,F-NC,108,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-iceland-we-road-race/2017
836,554,National Championships Indonesia WE - ITT,2021-10-25,2021-10-25,Time trial,,Time trial,NC,id,https://www.procyclingstats.com/race/national-championships-indonesia-we-itt/2021,https://www.procyclingstats.com/race/national-championships-indonesia-we-itt/2021,WE - Women Elite,F-NC.TT,289,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-indonesia-we-itt/2018
837,555,National Championships Indonesia WE - Road Race,2021-10-26,2021-10-26,One day race,,One day race,NC,id,https://www.procyclingstats.com/race/national-championships-indonesia-we-road-race/2021,https://www.procyclingstats.com/race/national-championships-indonesia-we-road-race/2021,WE - Women Elite,F-NC,290,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-indonesia-we-road-race/2018
838,556,National Championships Iran WE - ITT,2021-07-02,2021-07-02,Time trial,,Time trial,NC,ir,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,https://www.procyclingstats.com/race/nc-iran-itt-we/2021,WE - Women Elite,F-NC.TT,265,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-itt-we/2012
839,557,National Championships Iran WE - Road Race,2021-07-01,2021-07-01,One day race,,One day race,NC,ir,https://www.procyclingstats.com/race/nc-iran-we2/2021,https://www.procyclingstats.com/race/nc-iran-we2/2021,WE - Women Elite,F-NC,263,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-iran-we2/2014
840,558,National Championships Ireland WE - ITT,2021-09-30,2021-09-30,Time trial,,Time trial,NC,ie,https://www.procyclingstats.com/race/nc-ireland-itt-we/2021,https://www.procyclingstats.com/race/nc-ireland-itt-we/2021,WE - Women Elite,F-NC.TT,218,,0,,Wicklow,Wicklow,,43.136,33790.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-ireland-itt-we/1999
841,559,National Championships Ireland WE - Road Race,2021-10-02,2021-10-02,One day race,,One day race,NC,ie,https://www.procyclingstats.com/race/nc-ireland-we/2021,https://www.procyclingstats.com/race/nc-ireland-we/2021,WE - Women Elite,F-NC,220,,0,,Wicklow,Wicklow,,35.74,93000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-ireland-we/2000
842,560,National Championships Israel WE - ITT,2021-06-12,2021-06-12,Time trial,,Time trial,NC,il,https://www.procyclingstats.com/race/nc-israel-itt-we/2021,https://www.procyclingstats.com/race/nc-israel-itt-we/2021,WE - Women Elite,F-NC.TT,146,,0,,Atlit,Atlit,,42.42,28000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-itt-we/2011
843,561,National Championships Israel WE - Road Race,2021-06-19,2021-06-19,One day race,,One day race,NC,il,https://www.procyclingstats.com/race/nc-israel-we/2021,https://www.procyclingstats.com/race/nc-israel-we/2021,WE - Women Elite,F-NC,108,,0,,Beit Guvrin,Beit Guvrin,,33.6,98000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-israel-we/2012
844,562,National Championships Italy WE - ITT,2021-06-18,2021-06-18,Time trial,,Time trial,NC,it,https://www.procyclingstats.com/race/nc-italy-we-itt/2021,https://www.procyclingstats.com/race/nc-italy-we-itt/2021,WE - Women Elite,F-NC.TT,50,,0,,Faenza,Faenza,,42.26,33300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-we-itt/1987
845,563,National Championships Italy WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,it,https://www.procyclingstats.com/race/nc-italy-we/2021,https://www.procyclingstats.com/race/nc-italy-we/2021,WE - Women Elite,F-NC,40,,0,,Monopoli,Castellana Grotte,,36.43,143300.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-italy-we/1963
846,564,National Championships Japan WE - ITT,2021-10-22,2021-10-22,Time trial,,Time trial,NC,jp,https://www.procyclingstats.com/race/nc-japan-we-itt/2021,https://www.procyclingstats.com/race/nc-japan-we-itt/2021,WE - Women Elite,F-NC.TT,229,,0,,Hiroshima,Hiroshima,,37.0,24000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-japan-we-itt/1995
847,565,National Championships Japan WE - Road Race,2021-10-23,2021-10-23,One day race,,One day race,NC,jp,https://www.procyclingstats.com/race/nc-japan-we/2021,https://www.procyclingstats.com/race/nc-japan-we/2021,WE - Women Elite,F-NC,216,,0,,Hiroshima,Hiroshima,,35.06,98400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-japan-we/1982
848,566,National Championships Kazakhstan WE - ITT,2021-06-16,2021-06-16,Time trial,,Time trial,NC,kz,https://www.procyclingstats.com/race/nc-kazakhstan-we-itt/2021,https://www.procyclingstats.com/race/nc-kazakhstan-we-itt/2021,WE - Women Elite,F-NC.TT,236,,0,,Petropavlovsk,Petropavlovsk,,40.69,25000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-kazakhstan-we-itt/2005
849,567,National Championships Kazakhstan WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,kz,https://www.procyclingstats.com/race/nc-kazakhstan-we/2021,https://www.procyclingstats.com/race/nc-kazakhstan-we/2021,WE - Women Elite,F-NC,127,,0,,Petropavlovsk,Petropavlovsk,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-kazakhstan-we/2005
850,568,National Championships Latvia WE - ITT,2021-06-16,2021-06-16,Time trial,,Time trial,NC,lv,https://www.procyclingstats.com/race/nc-latvia-we-itt/2021,https://www.procyclingstats.com/race/nc-latvia-we-itt/2021,WE - Women Elite,F-NC.TT,135,,0,,Riga,Riga,,43.833,21600.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-latvia-we-itt/2009
851,569,National Championships Latvia WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,lv,https://www.procyclingstats.com/race/nc-latvia-we/2021,https://www.procyclingstats.com/race/nc-latvia-we/2021,WE - Women Elite,F-NC,142,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-latvia-we/2015
852,570,National Championships Lithuania WE - ITT,2021-06-17,2021-06-17,Time trial,,Time trial,NC,lt,https://www.procyclingstats.com/race/nc-lithuania-we-itt/2021,https://www.procyclingstats.com/race/nc-lithuania-we-itt/2021,WE - Women Elite,F-NC.TT,142,,0,,,,,43.505,20000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-lithuania-we-itt/1998
853,571,National Championships Lithuania WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,lt,https://www.procyclingstats.com/race/nc-lithuania-we/2021,https://www.procyclingstats.com/race/nc-lithuania-we/2021,WE - Women Elite,F-NC,127,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-lithuania-we/1998
854,572,National Championships Luxembourg WE - ITT,2021-06-18,2021-06-18,Time trial,,Time trial,NC,lu,https://www.procyclingstats.com/race/nc-luxembourg-itt-we/2021,https://www.procyclingstats.com/race/nc-luxembourg-itt-we/2021,WE - Women Elite,F-NC.TT,99,,0,,Harlange,Harlange,,41.801,9800.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-luxembourg-itt-we/2006
855,573,National Championships Luxembourg WE - Road Race,2021-06-20,2021-06-20,One day race,,One day race,NC,lu,https://www.procyclingstats.com/race/nc-luxembourg-we/2021,https://www.procyclingstats.com/race/nc-luxembourg-we/2021,WE - Women Elite,F-NC,101,,0,,Harlange,Harlange,,34.7,72400.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-luxembourg-we/1959
856,574,National Championships Malaysia WE - ITT,2021-12-29,2021-12-29,Time trial,,Time trial,NC,my,https://www.procyclingstats.com/race/nc-malaysia-itt-we/2021,https://www.procyclingstats.com/race/nc-malaysia-itt-we/2021,WE - Women Elite,F-NC.TT,289,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-malaysia-itt-we/2012
857,575,National Championships Malaysia WE - Road Race,2021-12-30,2021-12-30,One day race,,One day race,NC,my,https://www.procyclingstats.com/race/nc-malaysia-we/2021,https://www.procyclingstats.com/race/nc-malaysia-we/2021,WE - Women Elite,F-NC,290,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-malaysia-we/2012
858,576,National Championships Mauritius WE - ITT,2021-08-28,2021-08-28,Time trial,,Time trial,NC,mu,https://www.procyclingstats.com/race/national-championships-mauritius-we-itt/2021,https://www.procyclingstats.com/race/national-championships-mauritius-we-itt/2021,WE - Women Elite,F-NC.TT,201,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-mauritius-we-itt/2020
859,577,National Championships Mauritius WE - Road Race,2021-08-21,2021-08-21,One day race,,One day race,NC,mu,https://www.procyclingstats.com/race/nc-mauritius-we/2021,https://www.procyclingstats.com/race/nc-mauritius-we/2021,WE - Women Elite,F-NC,208,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-mauritius-we/2012
860,578,National Championships Mexico WE - ITT,2021-06-11,2021-06-11,Time trial,,Time trial,NC,mx,https://www.procyclingstats.com/race/nc-mexico-we-itt/2021,https://www.procyclingstats.com/race/nc-mexico-we-itt/2021,WE - Women Elite,F-NC.TT,231,,0,,Aguascalientes,Aguascalientes,,39.37,20000.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-mexico-we-itt/1999
861,579,National Championships Mexico WE - Road Race,2021-06-12,2021-06-12,One day race,,One day race,NC,mx,https://www.procyclingstats.com/race/nc-mexico-we/2021,https://www.procyclingstats.com/race/nc-mexico-we/2021,WE - Women Elite,F-NC,95,,0,,Aguascalientes,Aguascalientes,,40.27,131700.0,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-mexico-we/1999
862,580,National Championships Moldova WE - ITT ,2021-08-27,2021-08-27,Time trial,,Time trial,NC,md,https://www.procyclingstats.com/race/national-championships-moldova-we-itt/2021,https://www.procyclingstats.com/race/national-championships-moldova-we-itt/2021,WE - Women Elite,F-NC.TT,199,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-moldova-we-itt/2020
863,581,National Championships Moldova WE - Road Race,2021-08-28,2021-08-28,One day race,,One day race,NC,md,https://www.procyclingstats.com/race/national-championships-moldova-we-road-race/2021,https://www.procyclingstats.com/race/national-championships-moldova-we-road-race/2021,WE - Women Elite,F-NC,200,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-moldova-we-road-race/2020
864,582,National Championships Mongolia WE - ITT,2021-06-24,2021-06-24,Time trial,,Time trial,NC,mn,https://www.procyclingstats.com/race/nc-mongolia-we-itt/2021,https://www.procyclingstats.com/race/nc-mongolia-we-itt/2021,WE - Women Elite,F-NC.TT,164,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-mongolia-we-itt/2015
865,583,National Championships Mongolia WE - Road Race,2021-06-27,2021-06-27,One day race,,One day race,NC,mn,https://www.procyclingstats.com/race/nc-mongolia-we/2021,https://www.procyclingstats.com/race/nc-mongolia-we/2021,WE - Women Elite,F-NC,152,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/nc-mongolia-we/2015
866,584,National Championships Montenegro WE - ITT,2021-06-19,2021-06-19,Time trial,,Time trial,NC,me,https://www.procyclingstats.com/race/national-championships-montenegro-we-itt/2021,https://www.procyclingstats.com/race/national-championships-montenegro-we-itt/2021,WE - Women Elite,F-NC.TT,246,,0,,,,,,,,,,,,,,,,,,,,,,https://www.procyclingstats.com/race/national-championships-montenegro-we-itt/2021
