cyclist_id,pcs_link,strava_link,strava_id
1780,https://www.procyclingstats.com/rider/eros-capecchi,https://strava.com/athletes/7664988,7664988
1791,https://www.procyclingstats.com/rider/ethan-hayter,https://www.strava.com/pros/601041,601041
1792,https://www.procyclingstats.com/rider/ethan-vernon,https://www.strava.com/pros/2348563,2348563
1798,https://www.procyclingstats.com/rider/etienne-van-empel,https://www.strava.com/pros/1149352,1149352
1806,https://www.procyclingstats.com/rider/evan-bybee,https://www.strava.com/athletes/427834,427834
1813,https://www.procyclingstats.com/rider/evgeny-shalunov,https://www.strava.com/athletes/36558465,36558465
1819,https://www.procyclingstats.com/rider/fabian-cancellara,https://www.strava.com/pros/7296868,7296868
1824,https://www.procyclingstats.com/rider/fabian-lienhard,https://www.strava.com/athletes/19161146,19161146
1832,https://www.procyclingstats.com/rider/fabien-doubey,https://www.strava.com/pros/8819545,8819545
1836,https://www.procyclingstats.com/rider/fabien-schmidt,https://www.strava.com/athletes/2173771,2173771
1838,https://www.procyclingstats.com/rider/fabio-aru,https://www.strava.com/pros/28635374,28635374
1847,https://www.procyclingstats.com/rider/fabio-felline,https://www.strava.com/athletes/15726977,15726977
1853,https://www.procyclingstats.com/rider/fabio-mazzucco,https://www.strava.com/athletes/23212100,23212100
1865,https://www.procyclingstats.com/rider/fabio-van-den-bossche,https://www.strava.com/athletes/1867924,1867924
1884,https://www.procyclingstats.com/rider/fausto-masnada,https://www.strava.com/athletes/12312263,12312263
1898,https://www.procyclingstats.com/rider/felipe-orts,https://strava.com/athletes/15684915,15684915
1901,https://www.procyclingstats.com/rider/felix-gall,https://www.strava.com/athletes/5060232,5060232
1916,https://www.procyclingstats.com/rider/fernando-barcelo,https://www.strava.com/pros/3943346,3943346
1941,https://www.procyclingstats.com/rider/filippo-conca,https://www.strava.com/athletes/10925190,10925190
1942,https://www.procyclingstats.com/rider/filippo-fiorelli,https://www.strava.com/athletes/7178190,7178190
1943,https://www.procyclingstats.com/rider/filippo-ganna,https://www.strava.com/pros/3574069,3574069
1950,https://www.procyclingstats.com/rider/filippo-tagliani,https://www.strava.com/athletes/3542239,3542239
1952,https://www.procyclingstats.com/rider/filippo-zana,https://www.strava.com/athletes/39169689,39169689
1955,https://www.procyclingstats.com/rider/finn-fisher-black,https://www.strava.com/athletes/2099192,2099192
1970,https://www.procyclingstats.com/rider/florian-senechal,https://strava.com/athletes/32860766,32860766
1973,https://www.procyclingstats.com/rider/florian-vermeersch,https://www.strava.com/athletes/9421925,9421925
1974,https://www.procyclingstats.com/rider/floris-de-tier,https://www.strava.com/pros/1129713,1129713
1981,https://www.procyclingstats.com/rider/fran-ventoso,https://www.strava.com/pros/1231348,1231348
1992,https://www.procyclingstats.com/rider/francesco-gavazzi,https://www.strava.com/athletes/21712783,21712783
2003,https://www.procyclingstats.com/rider/francis-de-greef,https://www.strava.com/athletes/4848800,4848800
2005,https://www.procyclingstats.com/rider/francis-mourey,https://www.strava.com/athletes/2821089,2821089
2008,https://www.procyclingstats.com/rider/francisco-campos,https://www.strava.com/athletes/1837956,1837956
2027,https://www.procyclingstats.com/rider/francisco-mancebo,https://www.strava.com/pros/901577,901577
2040,https://www.procyclingstats.com/rider/franck-bonnamour,https://www.strava.com/pros/4018952,4018952
2056,https://www.procyclingstats.com/rider/francois-bidard,https://www.strava.com/pros/2916501,2916501
2119,https://www.procyclingstats.com/rider/fredrik-dversnes,https://www.strava.com/athletes/15517763,15517763
2129,https://www.procyclingstats.com/rider/fumiyuki-beppu,https://www.strava.com/pros/6068080,6068080
2144,https://www.procyclingstats.com/rider/gage-hecht,https://strava.com/athletes/713550,713550
2147,https://www.procyclingstats.com/rider/garikoitz-bravo,https://www.strava.com/athletes/26353981,26353981
2166,https://www.procyclingstats.com/rider/gavin-mannion,https://www.strava.com/athletes/277422,277422
2181,https://www.procyclingstats.com/rider/geoffrey-bouchard,https://www.strava.com/pros/104028,104028
2185,https://www.procyclingstats.com/rider/geoffrey-soupe,https://www.strava.com/pros/2159156,2159156
2190,https://www.procyclingstats.com/rider/georg-zimmermann,https://www.strava.com/athletes/5284986,5284986
2191,https://www.procyclingstats.com/rider/george-bennett,https://www.strava.com/pros/880187,880187
2198,https://www.procyclingstats.com/rider/gerald-ciolek,https://www.strava.com/athletes/433483,433483
2213,https://www.procyclingstats.com/rider/gerben-thijssen,https://www.strava.com/pros/3417988,3417988
2271,https://www.procyclingstats.com/rider/gianni-moscon,https://www.strava.com/athletes/3100044,3100044
2273,https://www.procyclingstats.com/rider/gianni-vermeersch,https://www.strava.com/pros/1978998,1978998
2275,https://www.procyclingstats.com/rider/gijs-leemreize,https://www.strava.com/pros/7968141,7968141
2276,https://www.procyclingstats.com/rider/gijs-van-hoecke,http://www.strava.com/pros/1615119,1615119
2277,https://www.procyclingstats.com/rider/gil-d-heygere,https://www.strava.com/athletes/2513474,2513474
2288,https://www.procyclingstats.com/rider/gilles-de-wilde,https://www.strava.com/athletes/6316317,6316317
2298,https://www.procyclingstats.com/rider/gino-mader,https://www.strava.com/athletes/19914823,19914823
2305,https://www.procyclingstats.com/rider/giorgio-brambilla,https://www.strava.com/pros/1676111,1676111
2308,https://www.procyclingstats.com/rider/giovanni-aleotti,https://www.strava.com/athletes/21536765,21536765
2312,https://www.procyclingstats.com/rider/giovanni-carboni,https://www.strava.com/athletes/20511815,20511815
2323,https://www.procyclingstats.com/rider/giovanni-visconti,https://www.strava.com/pros/2957348,2957348
2327,https://www.procyclingstats.com/rider/giulio-ciccone,https://www.strava.com/pros/29028250,29028250
2328,https://www.procyclingstats.com/rider/giulio-masotto,https://www.strava.com/athletes/5303751,5303751
2367,https://www.procyclingstats.com/rider/gonzalo-serrano,https://www.strava.com/pros/3948047,3948047
2382,https://www.procyclingstats.com/rider/gotzon-martin,https://www.strava.com/athletes/13233761,13233761
2401,https://www.procyclingstats.com/rider/greg-van-avermaet,http://www.strava.com/pros/287820,287820
2402,https://www.procyclingstats.com/rider/grega-bole,https://www.strava.com/pros/2261653,2261653
2414,https://www.procyclingstats.com/rider/gregory-rast,https://www.strava.com/pros/2116733,2116733
2434,https://www.procyclingstats.com/rider/guillaume-boivin,https://www.strava.com/athletes/616061,616061
2435,https://www.procyclingstats.com/rider/guillaume-bonnafond,https://www.strava.com/pros/116788,116788
2441,https://www.procyclingstats.com/rider/guillaume-van-keirsbulck,https://www.strava.com/pros/1789722,1789722
2457,https://www.procyclingstats.com/rider/guy-niv,https://www.strava.com/athletes/4748635,4748635
2492,https://www.procyclingstats.com/rider/harm-vanhoucke,https://www.strava.com/pros/3416738,3416738
2493,https://www.procyclingstats.com/rider/harold-tejada,https://www.strava.com/athletes/11225647,11225647
2497,https://www.procyclingstats.com/rider/harry-sweeny,https://www.strava.com/athletes/743112,743112
2498,https://www.procyclingstats.com/rider/harry-tanfield,https://www.strava.com/pros/1138679,1138679
2499,https://www.procyclingstats.com/rider/hayato-yoshida,https://www.strava.com/athletes/23570097,23570097
2534,https://www.procyclingstats.com/rider/henri-vandenabeele,https://www.strava.com/athletes/6398824,6398824
2559,https://www.procyclingstats.com/rider/hideto-nakane,https://www.strava.com/athletes/21235737,21235737
